ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
216132.0,Clans of Caledonia,2017.0,1,4,120,12,14835,"8,01",45,"3,46",17634.0,"Commodity Speculation, Contracts, Market, Modular Board, Network and Route Building, Solo / Solitaire Game, Turn Order: Pass Order, Variable Player Powers, Variable Set-up",Strategy Games
185343.0,Anachrony,2017.0,1,4,120,15,11585,"8,10",46,"4,00",15513.0,"Dice Rolling, Solo / Solitaire Game, Tug of War, Turn Order: Claim Action, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
35677.0,Le Havre,2008.0,1,5,150,12,26494,"7,87",47,"3,74",29701.0,"Automatic Resource Growth, End Game Bonuses, Increase Value of Unchosen Resources, Loans, Ownership, Solo / Solitaire Game, Worker Placement",Strategy Games
25613.0,Through the Ages: A Story of Civilization,2006.0,2,4,120,12,18004,"7,93",49,"4,17",17423.0,"Action Points, Auction/Bidding, Auction: Dutch, Card Drafting, Hand Management",Strategy Games
230802.0,Azul,2017.0,2,4,45,8,53615,"7,83",50,"1,77",79526.0,"Card Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action","Abstract Games, Family Games"
285774.0,Marvel Champions: The Card Game,2019.0,1,4,90,14,9616,"8,20",51,"2,80",16713.0,"Cooperative Game, Deck Construction, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",Customizable Games
124742.0,Android: Netrunner,2012.0,2,2,45,14,26748,"7,87",54,"3,38",41315.0,"Action Points, Deck Construction, Hand Management, Secret Unit Deployment, Take That, Variable Player Powers",Customizable Games
121921.0,Robinson Crusoe: Adventures on the Cursed Island,2012.0,1,4,120,14,34179,"7,84",55,"3,78",52934.0,"Action Queue, Cooperative Game, Dice Rolling, Hexagon Grid, Narrative Choice / Paragraph, Solo / Solitaire Game, Tile Placement, Variable Player Powers, Worker Placement",Thematic Games
171623.0,The Voyages of Marco Polo,2015.0,2,4,100,12,20240,"7,87",56,"3,19",22601.0,"Contracts, Dice Rolling, Income, Point to Point Movement, Resource to Move, Set Collection, Turn Order: Claim Action, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",Strategy Games
28143.0,Race for the Galaxy,2007.0,2,4,60,12,46393,"7,76",59,"2,98",56264.0,"Follow, Hand Management, Set Collection, Simultaneous Action Selection, Turn Order: Role Order, Variable Phase Order, Variable Player Powers",Strategy Games
68448.0,7 Wonders,2010.0,2,7,30,10,84371,"7,75",61,"2,33",112410.0,"Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers","Family Games, Strategy Games"
229853.0,Teotihuacan: City of Gods,2018.0,1,4,120,14,12970,"7,95",62,"3,77",18082.0,"Area Movement, Rondel, Set Collection, Solo / Solitaire Game, Tile Placement, Track Movement, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",Strategy Games
201808.0,Clank!: A Deck-Building Adventure,2016.0,2,4,60,12,27893,"7,81",63,"2,21",36265.0,"Card Drafting, Deck Bag and Pool Building, Drafting, End Game Bonuses, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck, Variable Set-up","Family Games, Strategy Games"
244521.0,The Quacks of Quedlinburg,2018.0,2,4,45,10,22327,"7,82",64,"1,94",34053.0,"Catch the Leader, Deck Bag and Pool Building, Dice Rolling, Push Your Luck, Variable Set-up",Family Games
521.0,Crokinole,1876.0,2,4,30,8,12197,"7,91",65,"1,25",10561.0,"Flicking, Team-Based Game",Family Games
62219.0,Dominant Species,2010.0,2,6,240,14,18018,"7,85",67,"4,04",19494.0,"Area Majority / Influence, Card Drafting, Grid Movement, Hexagon Grid, Map Addition, Modular Board, Take That, Tile Placement, Variable Player Powers, Worker Placement",Strategy Games
184267.0,On Mars,2020.0,1,4,150,14,5781,"8,30",68,"4,63",10719.0,"Area Majority / Influence, Contracts, Delayed Purchase, Drafting, End Game Bonuses, Hand Management, Hexagon Grid, Income, Movement Points, Moving Multiple Units, Point to Point Movement, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Variable Phase Order, Worker Placement",Strategy Games
161533.0,Lisboa,2017.0,1,4,120,12,6693,"8,18",69,"4,57",10212.0,"Area Majority / Influence, Card Drafting, Hand Management, Solo / Solitaire Game, Tile Placement",Strategy Games
110327.0,Lords of Waterdeep,2012.0,2,5,120,12,45929,"7,75",71,"2,46",56283.0,"Card Drafting, Contracts, Hidden Roles, Increase Value of Unchosen Resources, Ownership, Set Collection, Take That, Turn Order: Claim Action, Worker Placement",Strategy Games
266810.0,Paladins of the West Kingdom,2019.0,1,4,120,12,8248,"8,07",72,"3,67",15192.0,"Card Drafting, Market, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
122515.0,Keyflower,2012.0,2,6,120,12,19003,"7,80",73,"3,35",22067.0,"Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, End Game Bonuses, Hexagon Grid, Memory, Modular Board, Multiple-Lot Auction, Network and Route Building, Ownership, Set Collection, Tile Placement, Turn Order: Auction, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
200680.0,Agricola (Revised Edition),2016.0,1,4,120,12,9491,"8,04",74,"3,50",13144.0,"Card Drafting, Enclosure, Hand Management, Worker Placement, Advantage Token, Automatic Resource Growth, Increase Value of Unchosen Resources, Solo / Solitaire Game, Team-Based Game, Turn Order: Claim Action, Variable Player Powers",Strategy Games
256960.0,Pax Pamir: Second Edition,2019.0,1,5,120,13,4373,"8,43",75,"3,75",8538.0,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Increase Value of Unchosen Resources, Score-and-Reset Game, Simulation, Solo / Solitaire Game",Strategy Games
264220.0,Tainted Grail: The Fall of Avalon,2019.0,1,4,120,14,6134,"8,41",76,"3,28",12918.0,"Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Push Your Luck, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games
18602.0,Caylus,2005.0,2,5,150,12,26796,"7,77",77,"3,80",26714.0,"Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Set-up, Worker Placement",Strategy Games
236457.0,Architects of the West Kingdom,2018.0,1,5,80,12,16886,"7,83",78,"2,77",24145.0,"Drafting, Solo / Solitaire Game, Variable Player Powers, Worker Placement",Strategy Games
93.0,El Grande,1995.0,2,5,120,12,23545,"7,75",79,"3,05",22629.0,"Action Drafting, Area Majority / Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection, Turn Order: Progressive, Turn Order: Stat-Based",Strategy Games
12493.0,Twilight Imperium: Third Edition,2005.0,3,6,240,14,18302,"7,84",80,"4,25",20048.0,"Action Points, Area-Impulse, Dice Rolling, Follow, Hexagon Grid, Increase Value of Unchosen Resources, Modular Board, Player Elimination, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting","Strategy Games, Thematic Games"
146021.0,Eldritch Horror,2013.0,1,8,240,14,29347,"7,81",82,"3,32",43238.0,"Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",Thematic Games
73439.0,Troyes,2010.0,2,4,90,12,18930,"7,76",83,"3,46",21299.0,"Area Majority / Influence, Dice Rolling, End Game Bonuses, Hidden Victory Points, Lose a Turn, Ownership, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types",Strategy Games
205896.0,Rising Sun,2018.0,3,5,120,14,15767,"7,88",84,"3,28",20763.0,"Action Drafting, Alliances, Area Majority / Influence, Area Movement, Auction: Sealed Bid, Betting and Bluffing, Drafting, End Game Bonuses, Follow, Force Commitment, Negotiation, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games
40834.0,Dominion: Intrigue,2009.0,2,4,30,13,30118,"7,72",85,"2,42",43570.0,"Deck Bag and Pool Building, Hand Management",Strategy Games
182874.0,Grand Austria Hotel,2015.0,2,4,120,12,12604,"7,85",87,"3,22",15014.0,"Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities, Set Collection, Variable Player Powers, Variable Set-up",Strategy Games
269385.0,The Lord of the Rings: Journeys in Middle-Earth,2019.0,1,5,120,14,8822,"8,08",88,"2,57",15716.0,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",Thematic Games
170042.0,Raiders of the North Sea,2015.0,2,4,80,12,15990,"7,79",90,"2,53",21145.0,"Dice Rolling, Hand Management, Set Collection, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
144733.0,Russian Railroads,2013.0,2,4,120,12,14845,"7,77",91,"3,41",14737.0,"End Game Bonuses, Worker Placement",Strategy Games
132531.0,Roll for the Galaxy,2014.0,2,5,45,13,26421,"7,67",94,"2,77",32192.0,"Action Retrieval, Contracts, Dice Rolling, Follow, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",Strategy Games
102680.0,Trajan,2011.0,2,4,120,12,14728,"7,76",95,"3,65",17181.0,"Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection",Strategy Games
203993.0,Lorenzo il Magnifico,2016.0,2,4,120,12,9140,"7,89",96,"3,28",11494.0,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",Strategy Games
2511.0,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982.0,1,8,120,13,17236,"7,73",97,"2,68",32905.0,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
30549.0,Pandemic,2008.0,2,4,45,8,102214,"7,61",99,"2,41",155312.0,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers","Family Games, Strategy Games"
198928.0,Pandemic: Iberia,2016.0,2,5,45,8,8359,"7,92",100,"2,58",14808.0,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",Strategy Games
196340.0,Yokohama,2016.0,2,4,90,14,8865,"7,85",104,"3,27",12088.0,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
155821.0,Inis,2016.0,2,4,90,14,12665,"7,80",107,"2,88",16477.0,"Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting, Hand Management, King of the Hill, Map Addition, Modular Board, Variable Phase Order, Variable Set-up",Strategy Games
281259.0,The Isle of Cats,2019.0,1,4,90,8,6450,"8,04",108,"2,32",12360.0,"Card Drafting, Drafting, Grid Coverage, Hidden Victory Points, Income, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based","Family Games, Strategy Games"
161970.0,Alchemists,2014.0,2,4,120,13,18250,"7,67",110,"3,90",23577.0,"Action Drafting, Card Drafting, Constrained Bidding, End Game Bonuses, Events, Hand Management, Turn Order: Progressive",Strategy Games
34635.0,Stone Age,2008.0,2,4,90,10,44975,"7,57",111,"2,48",47743.0,"Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement","Family Games, Strategy Games"
175640.0,Vinhos Deluxe Edition,2016.0,1,4,135,14,4245,"8,21",113,"4,05",7957.0,"Area Majority / Influence, Variable Phase Order, Worker Placement",Strategy Games
147020.0,Star Realms,2014.0,2,2,20,12,35947,"7,58",115,"1,94",52271.0,"Card Drafting, Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That",Strategy Games
104162.0,Descent: Journeys in the Dark (Second Edition),2012.0,1,5,120,14,22715,"7,69",116,"3,20",35659.0,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Movement Points, Multiple Maps, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",Thematic Games
263918.0,Cartographers,2019.0,1,100,45,10,10754,"7,76",117,"1,91",19320.0,"Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Solo / Solitaire Game",Family Games
4098.0,Age of Steam,2002.0,1,6,120,13,8871,"7,78",119,"3,90",9636.0,"Auction/Bidding, Catch the Leader, Connections, Dice Rolling, Loans, Network and Route Building, Pick-up and Deliver, Player Elimination, Scenario / Mission / Campaign Game, Selection Order Bid, Tile Placement, Turn Order: Auction, Victory Points as a Resource",Strategy Games
148949.0,Istanbul,2014.0,2,5,60,10,25234,"7,58",120,"2,58",30353.0,"Contracts, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement",Strategy Games
150376.0,Dead of Winter: A Crossroads Game,2014.0,2,5,120,13,39287,"7,57",122,"3,02",53328.0,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting",Thematic Games
9609.0,War of the Ring,2004.0,2,4,120,12,9935,"7,77",124,"3,85",12793.0,"Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",Thematic Games
43111.0,Chaos in the Old World,2009.0,3,4,120,13,14297,"7,68",125,"3,19",14782.0,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers","Strategy Games, Thematic Games"
233867.0,Welcome To...,2018.0,1,100,25,10,17370,"7,61",126,"1,82",27392.0,"Bingo, Paper-and-Pencil, Pattern Building, Solo / Solitaire Game",Family Games
77423.0,The Lord of the Rings: The Card Game,2011.0,1,2,60,13,20805,"7,65",129,"3,17",32244.0,"Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up",Customizable Games
17133.0,Railways of the World,2005.0,2,6,120,10,11039,"7,69",130,"3,02",11902.0,"Action Points, Auction/Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction",Strategy Games
218417.0,Aeon's End: War Eternal,2017.0,1,4,60,14,3191,"8,41",132,"2,91",7541.0,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers",Strategy Games
221194.0,Dinosaur Island,2017.0,1,4,120,8,11559,"7,72",133,"3,04",19263.0,"Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement",Strategy Games
103343.0,A Game of Thrones: The Board Game (Second Edition),2011.0,3,6,240,14,28650,"7,60",135,"3,72",38623.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers",Strategy Games
246900.0,Eclipse: Second Dawn for the Galaxy,2020.0,2,6,200,14,2556,"8,80",137,"3,48",5256.0,"Alliances, Area Majority / Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers",Strategy Games
54043.0,Jaipur,2009.0,2,2,30,12,37225,"7,51",138,"1,49",54358.0,"Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection",Family Games
10630.0,Memoir '44,2004.0,2,8,60,8,25720,"7,56",140,"2,27",33786.0,"Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation",Wargames
70149.0,Ora et Labora,2011.0,1,4,180,13,9770,"7,71",141,"3,90",12289.0,"Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
239188.0,Chronicles of Crime,2018.0,1,4,90,14,14251,"7,80",142,"2,11",23966.0,"Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",Thematic Games
14105.0,Commands & Colors: Ancients,2006.0,2,2,60,12,7987,"7,78",143,"2,69",10486.0,"Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation",Wargames
39463.0,Cosmic Encounter,2008.0,3,5,120,12,27396,"7,54",144,"2,57",33832.0,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers","Strategy Games, Thematic Games"
146508.0,T.I.M.E Stories,2015.0,2,4,90,12,23729,"7,55",145,"2,61",35093.0,"Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers",Thematic Games
82222.0,Xia: Legends of a Drift System,2014.0,3,5,180,12,7357,"7,86",147,"3,17",11630.0,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers","Strategy Games, Thematic Games"
188920.0,This War of Mine: The Board Game,2017.0,1,6,120,18,8550,"7,83",149,"3,25",16050.0,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement",Thematic Games
287954.0,Azul: Summer Pavilion,2019.0,2,4,45,8,7039,"7,83",150,"2,05",12321.0,"Drafting, Pattern Building, Set Collection","Abstract Games, Family Games"
223321.0,Detective: A Modern Crime Board Game,2018.0,1,5,180,16,7042,"7,89",152,"2,72",15633.0,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
31627.0,Ticket to Ride: Nordic Countries,2007.0,2,3,60,8,11646,"7,64",154,"1,98",17300.0,"Card Drafting, Hand Management, Network and Route Building, Set Collection",Family Games
104006.0,Village,2011.0,2,4,90,12,20255,"7,53",155,"3,07",26348.0,"Action Drafting, Area Majority / Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
91.0,Paths of Glory,1999.0,2,2,480,14,4539,"8,06",156,"3,84",8630.0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",Wargames
21050.0,Combat Commander: Europe,2006.0,2,2,180,12,5391,"7,94",157,"3,25",8073.0,"Campaign / Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order",Wargames
463.0,Magic: The Gathering,1993.0,2,2,20,13,32442,"7,52",158,"3,22",35625.0,"Deck Construction, Hand Management, Interrupts, Take That",Customizable Games
